property_type,place_with_parent_names,lat-lon,area_m2,price_usd
house,|Colombia|Bogotá D.C|,"4.7456211,-74.0676481",71.0,85680.48
house,|Colombia|Antioquia|Medellín|,"6.253,-75.565",350.0,162073.45
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.82",108.0,81036.72
house,|Colombia|Atlántico|Barranquilla|,"10.988,-74.783",109.0,101295.91
house,|Colombia|Bogotá D.C|Suba|,"4.707,-74.076",276.0,336977.73
house,|Colombia|Valle del Cauca|Cali|,"3.414,-76.532",157.0,121555.09
house,|Colombia|Valle del Cauca|Cali|,"3.346,-76.537",380.0,405183.64
house,|Colombia|Bogotá D.C|Usaquén|,"4.702,-74.053",97.0,189085.7
house,|Colombia|Bogotá D.C|Usaquén|,"4.823,-74.031",130.0,354535.69
house,|Colombia|Bogotá D.C|Usaquén|,"4.722,-74.038",73.0,127970.5
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.825",127.0,151943.86
apartment,|Colombia|Bogotá D.C|Usaquén|,"4.695727,-74.040563",147.0,256616.31
house,|Colombia|Cundinamarca|,,142.0,198858.27
house,|Colombia|Bogotá D.C|Fontibón|,"4.679,-74.164",96.0,256616.31
house,|Colombia|Valle del Cauca|Cali|,"3.47,-76.526",317.0,158696.92
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.829",64.0,68070.85
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.814",101.0,132291.85
house,|Colombia|Bogotá D.C|Suba|,"4.679,-74.098",200.0,246486.72
house,|Colombia|Caldas|Manizales|,"5.07,-75.514",135.0,84413.26
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.051",317.0,371418.34
house,|Colombia|Atlántico|Barranquilla|,"10.991,-74.824",84.0,96568.76
house,|Colombia|Cundinamarca|La Calera|,"4.721,-73.969",250.0,168826.52
house,|Colombia|Atlántico|Puerto Colombia|,"11.008,-74.918",320.0,337653.04
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",78.0,74283.66
house,|Colombia|Bogotá D.C|Kennedy|,"4.629,-74.145",200.0,175579.58
apartment,|Colombia|Bogotá D.C|Suba|,"4.7397191,-74.0575196",94.0,82286.18
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.043",217.0,499726.5
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.016,-74.817",161.0,89478.05
apartment,|Colombia|Antioquia|,"6.1218227112,-75.4272794724",111.0,168488.86
house,|Colombia|Bogotá D.C|Ciudad Bolívar|,"4.598,-74.154",197.0,246486.72
house,|Colombia|Bogotá D.C|Usaquén|,"4.718,-74.043",90.0,140126.01
house,|Colombia|Cundinamarca|Silvania|,"4.391,-74.397",100.0,128308.15
house,|Colombia|Valle del Cauca|Cali|,"3.399,-76.531",180.0,121555.09
house,|Colombia|Antioquia|Medellín|Castilla|,,73.0,83197.7
house,|Colombia|Atlántico|Barranquilla|,"11.0,-74.82",94.0,91166.32
house,|Colombia|Bogotá D.C|Suba|,"4.706,-74.057",70.0,108048.97
house,|Colombia|Antioquia|Medellín|Castilla|,,150.0,111425.5
house,|Colombia|Bogotá D.C|Suba|,"4.733,-74.075",151.0,243110.18
house,|Colombia|Bogotá D.C|Suba|,"4.695,-74.063",120.0,128308.15
house,|Colombia|Bogotá D.C|Usaquén|,"4.727,-74.024",184.0,378171.4
house,|Colombia|Atlántico|Barranquilla|,"11.006,-74.815",121.0,158359.27
house,|Colombia|Bogotá D.C|Chapinero|,"4.681,-74.048",117.0,371418.34
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.732,-74.102",259.0,438948.95
house,|Colombia|Bogotá D.C|Usaquén|,"4.731,-74.035",122.0,199215.29
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.694,-74.057",68.0,94205.19
house,|Colombia|Bogotá D.C|Suba|,"4.702,-74.057",105.0,135061.21
house,|Colombia|Tolima|San Luis|,,117.0,118178.56
house,|Colombia|Bogotá D.C|Chapinero|,"4.655,-74.05",256.0,506479.56
house,|Colombia|Magdalena|Santa Ana|,,170.0,506479.56
house,|Colombia|Bogotá D.C|Kennedy|,"4.622,-74.123",180.0,99607.64
house,|Colombia|Bogotá D.C|Rafael Uribe Uribe|,"4.583,-74.115",130.0,97919.38
apartment,|Colombia|Magdalena|Santa Marta|,,75.0,90491.01
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.814",105.0,91166.32
house,|Colombia|Atlántico|Puerto Colombia|,"10.991,-74.956",134.0,74283.66
house,|Colombia|Bogotá D.C|Suba|,"4.757,-74.054",233.0,268434.16
house,|Colombia|Atlántico|Puerto Colombia|,"11.001,-74.951",310.0,376395.35
house,|Colombia|Atlántico|Puerto Colombia|,"11.022,-74.871",116.0,118178.56
house,|Colombia|Bogotá D.C|Usaquén|,"4.688,-74.056",69.0,163761.72
house,|Colombia|Bogotá D.C|Usaquén|,"4.739,-74.046",269.0,263369.37
house,|Colombia|Atlántico|Barranquilla|,"10.998,-74.806",420.0,303887.73
house,|Colombia|Bogotá D.C|Usaquén|,"4.724,-74.024",240.0,371418.34
house,|Colombia|Atlántico|Barranquilla|,"11.007,-74.804",87.0,111628.09
house,|Colombia|Cundinamarca|Chía|,"4.845,-74.057",330.0,232980.59
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.646,-74.093",400.0,438948.95
house,|Colombia|Valle del Cauca|Cali|,"3.434,-76.501",230.0,74283.66
house,|Colombia|Bogotá D.C|Usaquén|,"4.696,-74.054",118.0,202591.82
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.816",88.0,70907.13
house,|Colombia|Cundinamarca|La Calera|,"4.7,-74.005",330.0,574010.17
house,|Colombia|Magdalena|Santa Marta|,"11.242,-74.205",240.0,453805.68
house,|Colombia|Bogotá D.C|Usaquén|,"4.729,-74.037",71.0,104672.44
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.65,-74.093",191.0,222851.0
house,|Colombia|Bogotá D.C|Usaquén|,"4.686,-74.037",71.0,164099.37
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.04",75.0,198337.39
house,|Colombia|Atlántico|Barranquilla|,"10.977,-74.777",256.0,103321.83
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.043",142.0,370966.16
house,|Colombia|Atlántico|Barranquilla|,"10.998,-74.827",130.0,104672.44
house,|Colombia|Bogotá D.C|Suba|,"4.725,-74.06",113.0,170514.78
house,|Colombia|Bogotá D.C|Engativa|,"4.698,-74.097",335.0,364665.28
house,|Colombia|Cundinamarca|Chía|,"4.918,-74.025",117.0,151943.86
house,|Colombia|Bogotá D.C|Puente Aranda|,"4.606,-74.099",320.0,243110.18
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",232.0,121555.09
apartment,|Colombia|Bogotá D.C|Usaquén|,"4.726759,-74.048705",109.0,189085.7
house,|Colombia|Atlántico|Puerto Colombia|,"11.001,-74.951",317.0,376395.35
house,|Colombia|Atlántico|Barranquilla|,"10.987,-74.79",94.0,92044.21
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.676,-74.056",85.0,155320.39
house,|Colombia|Bogotá D.C|Kennedy|,"4.632,-74.142",110.0,110750.19
house,|Colombia|Atlántico|Barranquilla|,"10.99,-74.82",123.0,127295.19
house,|Colombia|Atlántico|Barranquilla|,"11.0,-74.799",280.0,489596.9
house,|Colombia|Valle del Cauca|Cali|,"3.387,-76.549",156.0,74283.66
house,|Colombia|Bogotá D.C|Usaquén|,"4.719,-74.038",93.0,151943.86
house,|Colombia|Bogotá D.C|Chapinero|,"4.648,-74.063",87.0,131684.68
house,|Colombia|Santander|Bucaramanga|,"7.11,-73.103",127.0,101295.91
house,|Colombia|Bogotá D.C|Usaquén|,"4.702,-74.034",240.0,405183.64
house,|Colombia|Cundinamarca|Chía|,"4.877,-74.045",200.0,303887.73
house,|Colombia|Antioquia|Medellín|,"6.3009882,-75.5654969",158.0,73028.98
house,|Colombia|Atlántico|Barranquilla|,"11.023,-74.869",95.0,113920.54
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.675,-74.053",80.0,124931.62
house,|Colombia|Bogotá D.C|Suba|,"4.73,-74.062",90.0,118178.56
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.016,-74.814",87.0,102672.79
house,|Colombia|Bogotá D.C|Usaquén|,"4.683,-74.049",67.0,158696.92
house,|Colombia|Bogotá D.C|Fontibón|,"4.665,-74.064",155.0,276875.49
house,|Colombia|Atlántico|Barranquilla|,"10.964,-74.783",153.0,187397.43
house,|Colombia|Bogotá D.C|Usaquén|,"4.707,-74.041",137.0,224539.27
house,|Colombia|Bogotá D.C|Kennedy|,"4.62,-74.129",216.0,70907.13
house,|Colombia|Bogotá D.C|Usaquén|,"4.682,-74.049",73.0,138437.74
house,|Colombia|Cundinamarca|Chía|,"4.894,-73.995",235.0,472714.25
house,|Colombia|Bogotá D.C|Usaquén|,"4.715,-74.048",75.0,141138.97
house,|Colombia|Atlántico|Barranquilla|,"11.001,-74.808",298.0,236357.12
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.682,-74.062",78.0,160047.54
house,|Colombia|Atlántico|Barranquilla|,"11.013,-74.831",145.0,162073.45
house,|Colombia|Atlántico|Barranquilla|,"10.942,-74.832",88.0,64154.07
house,|Colombia|Atlántico|Barranquilla|,"11.0,-74.827",408.0,455831.6
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.042",165.0,278563.75
house,|Colombia|Bogotá D.C|Usaquén|,"4.692,-74.05",155.0,334276.51
house,|Colombia|Valle del Cauca|Cali|,"3.345,-76.527",302.0,300511.2
house,|Colombia|Cundinamarca|Apulo|,"4.521,-74.594",350.0,438948.95
house,|Colombia|Cundinamarca|Cabrera|,,230.0,401807.11
house,|Colombia|Bogotá D.C|Rafael Uribe Uribe|,"4.585,-74.123",131.0,113080.0
house,|Colombia|Bogotá D.C|Chapinero|,"4.677,-74.045",136.0,320736.62
house,|Colombia|Bogotá D.C|Usaquén|,"4.691,-74.047",86.0,212721.41
house,|Colombia|Bogotá D.C|Usaquén|,"4.705,-74.041",195.0,302199.47
house,|Colombia|Cundinamarca|Chía|,"4.891,-74.041",90.0,104672.44
house,|Colombia|Bogotá D.C|Chapinero|,"4.656,-74.048",124.0,266745.9
house,|Colombia|Cundinamarca|Sopó|,"4.867,-74.017",385.0,405183.64
house,|Colombia|Bogotá D.C|Suba|,"4.714,-74.077",202.0,300511.2
house,|Colombia|Bogotá D.C|Engativa|,"4.697,-74.094",280.0,405183.64
house,|Colombia|Cundinamarca|Chía|,"4.85,-74.053",78.0,108048.97
house,|Colombia|Valle del Cauca|Cali|,"3.428,-76.542",259.0,84413.26
house,|Colombia|Bolívar|Cartagena|,"10.396,-75.519",83.0,74283.66
house,|Colombia|Quindío|Armenia|,"4.543,-75.663",285.0,160385.19
house,|Colombia|Antioquia|La Ceja|,"6.030587,-75.431748",150.0,118178.56
house,|Colombia|Valle del Cauca|Cali|,"3.45,-76.531",170.0,106360.7
house,|Colombia|Caldas|Manizales|,"5.07,-75.514",109.0,91166.32
house,|Colombia|Bogotá D.C|Chapinero|,"4.632,-74.06",170.0,151943.86
house,|Colombia|Bogotá D.C|Chapinero|,"4.663,-74.059",180.0,162073.45
house,|Colombia|Cundinamarca|Chía|,"4.868,-74.054",184.0,219474.47
house,|Colombia|Cundinamarca|Cogua|,"5.02,-74.005",150.0,293758.14
house,|Colombia|Bogotá D.C|Usaquén|,"4.698,-74.044",83.0,167138.25
house,|Colombia|Bogotá D.C|Usaquén|,"4.704,-74.053",72.0,148567.33
house,|Colombia|Atlántico|Barranquilla|,"11.009,-74.833",95.0,118178.56
house,|Colombia|Bogotá D.C|Chapinero|,"4.668,-74.045",128.0,403157.73
house,|Colombia|Bogotá D.C|Suba|,"4.724,-74.076",187.0,300511.2
house,|Colombia|Cundinamarca|Tocaima|,"4.767,-74.437",173.0,229604.06
house,|Colombia|Bogotá D.C|Chapinero|,"4.646,-74.057",400.0,334276.51
house,|Colombia|Bogotá D.C|Suba|,"4.748,-74.068",119.0,141814.27
house,|Colombia|Bogotá D.C|Chapinero|,"4.657,-74.047",110.0,253239.78
house,|Colombia|Atlántico|Barranquilla|,"10.996,-74.817",69.0,74283.66
house,|Colombia|Bogotá D.C|Usaquén|,"4.731,-74.036",138.0,219474.47
house,|Colombia|Valle del Cauca|Cali|,"3.368,-76.531",122.0,100282.95
house,|Colombia|Atlántico|Barranquilla|,"11.012,-74.823",370.0,405183.64
house,|Colombia|Bolívar|Cartagena|,"10.433,-75.543",75.0,84413.26
house,|Colombia|Cundinamarca|La Calera|,"4.711,-73.973",220.0,371418.34
house,|Colombia|Cundinamarca|Chía|,"4.866,-74.044",100.0,101295.91
house,|Colombia|Bogotá D.C|Usaquén|,"4.704,-74.032",84.0,164467.41
house,|Colombia|Bogotá D.C|Usaquén|,"4.707,-74.029",120.0,232980.59
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.7,-74.052",81.0,222722.69
house,|Colombia|Atlántico|Barranquilla|,"10.99,-74.82",137.0,140801.31
house,|Colombia|Bogotá D.C|Usaquén|,"4.772,-74.027",155.0,337653.0
house,|Colombia|Valle del Cauca|Cali|,"3.47,-76.532",350.0,337653.04
house,|Colombia|Valle del Cauca|Calima|,"3.895,-76.495",397.0,219474.47
house,|Colombia|Valle del Cauca|Cali|,"3.435,-76.544",280.0,108048.97
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.016,-74.821",117.0,135061.21
apartment,|Colombia|Cundinamarca|,"4.6799123137,-74.047097174",74.0,270858.69
house,|Colombia|Cundinamarca|San Francisco|,"4.974,-74.291",210.0,253239.78
house,|Colombia|Bogotá D.C|Chapinero|,"4.679,-74.041",73.0,189085.7
apartment,|Colombia|Magdalena|Santa Marta|,,80.0,86101.52
house,|Colombia|Valle del Cauca|Cali|,"3.409,-76.544",240.0,91166.32
house,|Colombia|Bogotá D.C|Usaquén|,"4.763,-74.044",112.0,121555.09
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",130.0,114802.03
house,|Colombia|Cundinamarca|Chía|,"4.866,-74.064",82.0,117095.71
house,|Colombia|Atlántico|Barranquilla|,"10.986,-74.812",345.0,192462.23
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.041",140.0,151943.86
house,|Colombia|Atlántico|Barranquilla|,"11.008,-74.795",65.0,64154.07
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",180.0,115477.34
house,|Colombia|Cundinamarca|Cajicá|,"4.908,-74.03",317.0,557127.51
house,|Colombia|Caldas|Manizales|,"5.043,-75.511",120.0,86101.52
house,|Colombia|Bogotá D.C|Usaquén|,"4.721,-74.043",85.0,140126.01
house,|Colombia|Bogotá D.C|Chapinero|,"4.652,-74.064",311.0,320770.38
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.825",124.0,158696.92
house,|Colombia|Bogotá D.C|Usaquén|,"4.69,-74.03",89.0,138100.09
house,|Colombia|Bogotá D.C|Suba|,"4.707,-74.058",97.0,141814.27
house,|Colombia|Bogotá D.C|Fontibón|,"4.668,-74.135",64.0,79348.46
house,|Colombia|Bolívar|Cartagena|,"10.416,-75.538",88.0,94542.85
house,|Colombia|Bogotá D.C|Usaquén|,"4.72,-74.049",110.0,153631.79
house,|Colombia|Magdalena|Santa Marta|,,265.0,202591.82
house,|Colombia|Antioquia|Medellín|El Poblado|,"6.207,-75.567",192.0,246486.72
house,|Colombia|Bogotá D.C|Usaquén|,"4.73,-74.034",88.0,125944.58
house,|Colombia|Cundinamarca|Chía|,,113.0,146879.07
house,|Colombia|Valle del Cauca|Jamundí|,"3.265,-76.534",197.0,168826.52
house,|Colombia|Bogotá D.C|Suba|,"4.705,-74.068",106.0,163761.72
house,|Colombia|Atlántico|Barranquilla|,"11.019,-74.81",114.0,106360.7
house,|Colombia|Bogotá D.C|Usaquén|,"4.72,-74.035",71.0,113113.76
house,|Colombia|Cundinamarca|Chía|,"4.882,-74.032",225.0,405183.64
house,|Colombia|Bogotá D.C|Usaquén|,"4.725,-74.039",325.0,334276.51
house,|Colombia|Bogotá D.C|Chapinero|,"4.647,-74.062",246.0,219474.47
house,|Colombia|Bogotá D.C|Usaquén|,"4.698,-74.035",110.0,174566.62
house,|Colombia|Bogotá D.C|Usaquén|,"4.72,-74.044",87.0,118178.56
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",139.0,185709.17
house,|Colombia|Bogotá D.C|Usaquén|,"4.695,-74.04",86.0,181792.39
house,|Colombia|Cundinamarca|Cajicá|,"4.92,-74.027",170.0,155320.39
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.642,-74.088",101.0,162073.45
house,|Colombia|Cundinamarca|Villa de San Diego de Ubate|,"5.31,-73.817",284.0,506479.56
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.66,-74.079",64.0,108048.97
house,|Colombia|Bolívar|Cartagena|,"10.397,-75.478",240.0,135061.21
house,|Colombia|Antioquia|Medellín|,"6.212,-75.578",387.0,405183.64
house,|Colombia|Bogotá D.C|Usaquén|,"4.69,-74.04",220.0,438948.95
house,|Colombia|Bogotá D.C|Fontibón|,"4.67,-74.13",97.0,114802.03
house,|Colombia|Valle del Cauca|Cali|,"3.421,-76.522",370.0,233993.55
house,|Colombia|Quindío|Armenia|,"4.56,-75.661",230.0,185709.17
house,|Colombia|Bogotá D.C|Suba|,"4.722,-74.119",102.0,108048.97
house,|Colombia|Bogotá D.C|Usaquén|,"4.724,-74.032",84.0,141814.27
house,|Colombia|Bogotá D.C|Usaquén|,"4.744,-74.034",89.0,111425.5
house,|Colombia|Bogotá D.C|,"4.7396903,-74.0814597",205.0,113109.21
house,|Colombia|Bogotá D.C|Suba|,"4.731,-74.073",200.0,297134.67
apartment,|Colombia|Cundinamarca|,,83.0,246858.55
house,|Colombia|Bogotá D.C|Suba|,"4.731,-74.069",178.0,168826.52
house,|Colombia|Atlántico|Barranquilla|,"11.008,-74.799",81.0,79348.46
house,|Colombia|Magdalena|Santa Marta|,"11.243,-74.21",73.0,118178.56
house,|Colombia|Bogotá D.C|Usaquén|,"4.704,-74.041",148.0,300511.2
house,|Colombia|Cundinamarca|Chía|,"4.872,-74.053",280.0,232980.59
house,|Colombia|Cundinamarca|Chía|,"4.903,-74.034",350.0,432195.89
apartment,|Colombia|Bogotá D.C|,"4.6840856,-74.0609438",177.0,270824.4
house,|Colombia|Bogotá D.C|Chapinero|,"4.673,-74.053",105.0,407884.66
house,|Colombia|Quindío|Armenia|,"4.461,-75.667",90.0,67530.6
house,|Colombia|Bogotá D.C|Usaquén|,"4.704,-74.032",76.0,142731.0
house,|Colombia|Valle del Cauca|Cali|,"3.448,-76.512",340.0,151943.86
house,|Colombia|Antioquia|Marinilla|,"6.172,-75.334",92.0,64154.07
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",260.0,162073.45
apartment,|Colombia|Bolívar|Cartagena|,"10.394515,-75.487309",100.0,97919.38
house,|Colombia|Bogotá D.C|Suba|,"4.651,-74.056",128.0,219474.47
house,|Colombia|Bogotá D.C|Chapinero|,"4.653,-74.05",150.0,287005.08
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.05",242.0,268096.51
house,|Colombia|Cundinamarca|La Mesa|,"4.712,-74.441",100.0,219474.47
house,|Colombia|Bogotá D.C|Usaquén|,"4.71,-74.051",165.0,287005.08
house,|Colombia|Bogotá D.C|Suba|,"4.736,-74.062",123.0,194150.16
house,|Colombia|Bogotá D.C|Suba|,"4.688,-74.059",113.0,202591.82
house,|Colombia|Bogotá D.C|Chapinero|,"4.68,-74.044",146.0,540244.86
house,|Colombia|Bogotá D.C|Suba|,"4.657,-74.052",298.0,455831.6
house,|Colombia|Bogotá D.C|Usaquén|,"4.679,-74.053",90.0,202591.82
house,|Colombia|Bogotá D.C|Suba|,"4.725,-74.06",175.0,276875.49
house,|Colombia|Bogotá D.C|Usaquén|,"4.692,-74.047",180.0,270122.43
house,|Colombia|Atlántico|Barranquilla|,"10.997,-74.823",200.0,162446.22
house,|Colombia|Cundinamarca|La Calera|,"4.709,-73.999",265.0,428819.36
house,|Colombia|Atlántico|Barranquilla|,"10.99,-74.802",186.0,145190.8
house,|Colombia|Valle del Cauca|Calima|,"3.486,-76.5",200.0,182332.64
house,|Colombia|Meta|Restrepo|,"4.262,-73.566",76.0,77660.19
house,|Colombia|Cundinamarca|Chía|,"4.82,-74.099",219.0,290381.61
house,|Colombia|Atlántico|Barranquilla|,"11.01,-74.835",115.0,97919.38
house,|Colombia|Bogotá D.C|Chapinero|,"4.67,-74.058",100.0,243110.18
house,|Colombia|Bogotá D.C|Santa Fe|,"4.587,-74.078",120.0,151943.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.726,-74.034",72.0,114802.03
house,|Colombia|Bogotá D.C|Chapinero|,"4.615,-74.063",168.0,329211.71
house,|Colombia|Bogotá D.C|Usaquén|,"4.704,-74.027",130.0,243110.18
house,|Colombia|Valle del Cauca|Cali|,"3.413,-76.529",220.0,94542.85
house,|Colombia|Atlántico|Barranquilla|,"11.009,-74.806",430.0,574010.17
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.694,-74.057",88.0,175579.58
house,|Colombia|Bogotá D.C|Engativa|,"4.713,-74.141",180.0,287005.08
house,|Colombia|Bogotá D.C|Chapinero|,"4.617,-74.061",157.0,368041.81
house,|Colombia|Valle del Cauca|Cali|,"3.426,-76.519",120.0,67192.95
house,|Colombia|Cundinamarca|Villeta|,"5.012,-74.47",300.0,523362.21
house,|Colombia|Antioquia|Medellín|El Poblado|,"6.253,-75.565",109.0,94542.85
house,|Colombia|Atlántico|Barranquilla|,"11.007,-74.807",252.0,506479.56
house,|Colombia|Valle del Cauca|,"3.347586,-76.537104",380.0,405183.64
house,|Colombia|Bogotá D.C|Usaquén|,"4.689,-74.052",70.0,155320.39
house,|Colombia|Atlántico|Barranquilla|,"11.005,-74.813",194.0,185709.17
house,|Colombia|Bogotá D.C|Suba|,"4.699,-74.079",320.0,310640.79
house,|Colombia|Atlántico|Barranquilla|,"10.997,-74.823",130.0,148567.33
house,|Colombia|Cundinamarca|Chía|,"4.869,-74.039",380.0,455831.6
apartment,|Colombia|Magdalena|Santa Marta|,"4.570868,-74.297333",69.0,73416.41
apartment,|Colombia|Santander|Bucaramanga|,"7.1203506,-73.1087942",145.0,172203.05
house,|Colombia|Bogotá D.C|Usaquén|,"4.702,-74.028",151.0,303887.73
house,|Colombia|Atlántico|Barranquilla|,"10.955,-74.798",300.0,118178.56
house,|Colombia|Bogotá D.C|Santa Fe|,"4.612,-74.072",103.0,168488.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.701,-74.054",97.0,189085.7
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",89.0,116490.29
house,|Colombia|Antioquia|Medellín|,"6.224,-75.598",135.0,79348.46
house,|Colombia|Cundinamarca|Zipaquirá|,"5.02,-73.996",160.0,276875.49
house,|Colombia|Valle del Cauca|Cali|,"3.333,-76.534",120.0,126619.89
house,|Colombia|Atlántico|Barranquilla|,"10.989,-74.819",273.0,135061.21
house,|Colombia|Bogotá D.C|Usaquén|,"4.7,-74.046",135.0,280252.02
house,|Colombia|Bogotá D.C|Kennedy|,"4.632,-74.154",76.0,84075.6
house,|Colombia|Valle del Cauca|Cali|,"3.447,-76.503",270.0,135061.21
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.634,-74.088",100.0,108048.97
house,|Colombia|Bogotá D.C|Suba|,"4.755,-74.088",448.0,202591.82
house,|Colombia|Bogotá D.C|Suba|,"4.759,-74.046",86.0,108048.97
house,|Colombia|Atlántico|Barranquilla|,"10.999,-74.825",400.0,175579.58
house,|Colombia|Bogotá D.C|Usaquén|,"4.688,-74.056",82.0,175579.58
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.662,-74.082",66.0,84413.26
apartment,|Colombia|Cundinamarca|Ricaurte|,"4.300299,-74.799274",396.0,287005.08
house,|Colombia|Valle del Cauca|Jamundí|,"3.267,-76.55",120.0,101295.91
house,|Colombia|Bogotá D.C|Suba|,"4.705,-74.068",163.0,330899.98
house,|Colombia|Bogotá D.C|Chapinero|,"4.669,-74.049",137.0,219474.47
house,|Colombia|Bogotá D.C|Usaquén|,"4.731,-74.036",216.0,287005.08
house,|Colombia|Bogotá D.C|,"4.613418,-74.1725698",150.0,257144.32
house,|Colombia|Bogotá D.C|Engativa|,"4.682,-74.099",88.0,135061.21
house,|Colombia|Valle del Cauca|Cali|,"3.4516467,-76.5319854",147.0,78857.59
house,|Colombia|Bolívar|Cartagena|,"10.414,-75.534",200.0,438948.95
house,|Colombia|Atlántico|Barranquilla|,"10.932,-74.797",92.0,93674.0
house,|Colombia|Bogotá D.C|Suba|,"4.722,-74.062",134.0,232980.59
house,|Colombia|Tolima|San Luis|,,177.0,155320.39
house,|Colombia|Bogotá D.C|Chapinero|,"4.676,-74.052",87.0,243110.18
house,|Colombia|Cundinamarca|Cajicá|,"4.896,-74.033",284.0,330899.98
house,|Colombia|Bogotá D.C|Suba|,"4.731,-74.064",116.0,135061.21
house,|Colombia|Atlántico|Barranquilla|,"11.014,-74.839",91.0,91774.09
house,|Colombia|Bogotá D.C|Suba|,"4.697,-74.079",240.0,337653.04
house,|Colombia|Cundinamarca|Mosquera|,"4.71,-74.204",123.0,97919.38
house,|Colombia|Bogotá D.C|Usaquén|,"4.719,-74.045",75.0,101295.91
house,|Colombia|Bogotá D.C|Suba|,"4.733,-74.051",89.0,101295.91
house,|Colombia|Bogotá D.C|Suba|,"4.696,-74.082",64.0,99607.64
house,|Colombia|Bogotá D.C|Usaquén|,"4.699,-74.04",87.0,114802.03
house,|Colombia|Bogotá D.C|Usaquén|,"4.696,-74.036",103.0,145190.8
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.043",157.0,419755.92
